Wavecontrol MonitEM data
Date: 08/26/2021 07:59:23
MonitEM Serial: 13MT0276
Probe serial: 13WP040321
Frecuencies: 100kHz-8GHz
Units: V/m
Date,Time,Value,GPGGA,gps_time,lat,N/S,lon,E/O,fix,number_satellites,diution,height,M,geoid_height,M,,*CRC,GPGSA,A,3D_fix,PRN,PRN,PRN,PRN,PRN,PRN,PRN,PRN,PRN,PRN,PRN,PRN,PDOP,HDOP,VDOP*CRC
2021/08/26,07:16:08,0.29,$GPGGA,101610.0,0552.815168,S,03512.921971,W,1,08,1.1,58.7,M,0.0,M,,*57,$GPGSA,A,3,01,03,04,14,16,21,22,30,,,,,1.9,1.1,1.5*3A
2021/08/26,07:16:09,0.31,$GPGGA,101611.0,0552.815346,S,03512.921855,W,1,08,1.1,58.9,M,0.0,M,,*51,$GPGSA,A,3,01,03,04,14,16,21,22,30,,,,,1.9,1.1,1.5*3A
2021/08/26,07:16:10,0.26,$GPGGA,101612.0,0552.815428,S,03512.921520,W,1,07,1.1,59.2,M,0.0,M,,*57,$GPGSA,A,3,01,03,04,14,16,22,30,,,,,,1.9,1.1,1.5*39
2021/08/26,07:16:11,0.34,$GPGGA,101613.0,0552.815418,S,03512.921041,W,1,07,1.1,59.2,M,0.0,M,,*57,$GPGSA,A,3,01,03,04,14,16,22,30,,,,,,1.9,1.1,1.5*39
2021/08/26,07:16:12,0.39,$GPGGA,101614.0,0552.815354,S,03512.920512,W,1,07,1.1,59.0,M,0.0,M,,*5F,$GPGSA,A,3,01,03,04,14,16,22,30,,,,,,1.9,1.1,1.5*39
2021/08/26,07:16:13,0.40,$GPGGA,101615.0,0552.815359,S,03512.920124,W,1,07,1.1,59.2,M,0.0,M,,*50,$GPGSA,A,3,01,03,04,14,16,22,30,,,,,,1.9,1.1,1.5*39
2021/08/26,07:16:14,0.35,$GPGGA,101616.0,0552.815419,S,03512.919876,W,1,07,1.1,58.9,M,0.0,M,,*5E,$GPGSA,A,3,01,03,04,14,16,22,30,,,,,,1.9,1.1,1.5*39
2021/08/26,07:16:15,0.34,$GPGGA,101617.0,0552.815498,S,03512.919687,W,1,07,1.1,58.9,M,0.0,M,,*56,$GPGSA,A,3,01,03,04,14,16,22,30,,,,,,1.9,1.1,1.5*39
2021/08/26,07:16:16,0.28,$GPGGA,101618.0,0552.815537,S,03512.919536,W,1,07,1.7,58.9,M,0.0,M,,*52,$GPGSA,A,3,01,03,04,14,16,22,30,,,,,,2.3,1.7,1.5*36
2021/08/26,07:16:17,0.28,$GPGGA,101619.0,0552.815556,S,03512.919441,W,1,07,1.7,58.9,M,0.0,M,,*55,$GPGSA,A,3,01,03,04,14,16,22,30,,,,,,2.3,1.7,1.5*36
2021/08/26,07:16:18,0.41,$GPGGA,101620.0,0552.815731,S,03512.919775,W,1,08,0.9,59.3,M,0.0,M,,*53,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.7,0.9,1.4*38
2021/08/26,07:16:19,0.32,$GPGGA,101621.0,0552.815896,S,03512.920127,W,1,08,0.9,59.6,M,0.0,M,,*5E,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.7,0.9,1.4*38
2021/08/26,07:16:20,0.33,$GPGGA,101622.0,0552.815943,S,03512.920141,W,1,08,0.9,59.7,M,0.0,M,,*55,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.7,0.9,1.4*38
2021/08/26,07:16:21,0.33,$GPGGA,101623.0,0552.816041,S,03512.919819,W,1,08,0.9,59.2,M,0.0,M,,*57,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.7,0.9,1.4*38
2021/08/26,07:16:22,0.37,$GPGGA,101624.0,0552.816265,S,03512.919536,W,1,08,0.9,59.2,M,0.0,M,,*54,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.7,0.9,1.4*38
2021/08/26,07:16:23,0.44,$GPGGA,101625.0,0552.816611,S,03512.919246,W,1,08,0.9,58.8,M,0.0,M,,*59,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.7,0.9,1.4*38
2021/08/26,07:16:24,0.34,$GPGGA,101626.0,0552.816986,S,03512.918904,W,1,08,1.0,58.5,M,0.0,M,,*52,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.9,1.0,1.6*3C
2021/08/26,07:16:25,0.38,$GPGGA,101627.0,0552.817397,S,03512.918645,W,1,08,1.0,58.9,M,0.0,M,,*5E,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.9,1.0,1.6*3C
2021/08/26,07:16:26,0.40,$GPGGA,101628.0,0552.818201,S,03512.918203,W,1,08,0.9,59.6,M,0.0,M,,*50,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.7,0.9,1.4*38
2021/08/26,07:16:27,0.36,$GPGGA,101629.0,0552.819084,S,03512.917798,W,1,08,0.9,59.7,M,0.0,M,,*56,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.7,0.9,1.4*38
2021/08/26,07:16:28,0.35,$GPGGA,101630.0,0552.820135,S,03512.917121,W,1,08,0.9,59.9,M,0.0,M,,*55,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.7,0.9,1.4*38
2021/08/26,07:16:29,0.58,$GPGGA,101631.0,0552.821519,S,03512.916329,W,1,08,0.9,59.6,M,0.0,M,,*5B,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.7,0.9,1.4*38
2021/08/26,07:16:30,0.41,$GPGGA,101632.0,0552.823151,S,03512.915421,W,1,08,1.1,60.3,M,0.0,M,,*58,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.9,1.1,1.6*3D
2021/08/26,07:16:31,0.33,$GPGGA,101633.0,0552.825095,S,03512.913937,W,1,08,1.1,62.0,M,0.0,M,,*5B,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.9,1.1,1.6*3D
2021/08/26,07:16:32,0.40,$GPGGA,101634.0,0552.826921,S,03512.912488,W,1,08,1.1,62.1,M,0.0,M,,*50,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.9,1.1,1.6*3D
2021/08/26,07:16:33,0.42,$GPGGA,101635.0,0552.830453,S,03512.909880,W,1,08,1.1,62.7,M,0.0,M,,*56,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.9,1.1,1.6*3D
2021/08/26,07:16:34,0.52,$GPGGA,101636.0,0552.834459,S,03512.906287,W,1,08,1.1,62.3,M,0.0,M,,*5D,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.9,1.1,1.6*3D
2021/08/26,07:16:35,0.70,$GPGGA,101637.0,0552.838892,S,03512.902372,W,1,08,1.1,60.1,M,0.0,M,,*54,$GPGSA,A,3,01,03,04,07,14,16,22,30,,,,,1.9,1.1,1.6*3D
2021/08/26,07:16:36,0.69,$GPGGA,101638.0,0552.842494,S,03512.899257,W,1,07,1.1,59.0,M,0.0,M,,*5D,$GPGSA,A,3,01,03,07,14,16,22,30,,,,,,1.9,1.1,1.6*39
2021/08/26,07:16:37,0.49,$GPGGA,101639.0,0552.846878,S,03512.895234,W,1,07,1.0,56.5,M,0.0,M,,*54,$GPGSA,A,3,01,03,07,14,16,22,30,,,,,,1.8,1.0,1.5*3A
2021/08/26,07:16:38,0.64,$GPGGA,101640.0,0552.850173,S,03512.892109,W,1,07,1.0,56.2,M,0.0,M,,*52,$GPGSA,A,3,01,03,07,14,16,22,30,,,,,,1.8,1.0,1.5*3A
2021/08/26,07:16:39,0.50,$GPGGA,101641.0,0552.853482,S,03512.889634,W,1,07,1.0,55.6,M,0.0,M,,*5F,$GPGSA,A,3,01,03,07,14,16,22,30,,,,,,1.8,1.0,1.5*3A
2021/08/26,07:16:40,0.98,$GPGGA,101642.0,0552.858094,S,03512.885673,W,1,07,1.1,54.1,M,0.0,M,,*5C,$GPGSA,A,3,01,03,07,14,16,22,30,,,,,,1.9,1.1,1.6*39
2021/08/26,07:16:41,0.53,$GPGGA,101643.0,0552.860961,S,03512.883151,W,1,08,1.0,52.6,M,0.0,M,,*5B,$GPGSA,A,3,01,03,07,14,16,21,22,30,,,,,1.8,1.0,1.5*39
2021/08/26,07:16:42,0.61,$GPGGA,101644.0,0552.863338,S,03512.880919,W,1,08,1.0,50.4,M,0.0,M,,*5E,$GPGSA,A,3,01,03,07,14,16,21,22,30,,,,,1.8,1.0,1.5*39
2021/08/26,07:16:43,0.73,$GPGGA,101645.0,0552.866554,S,03512.878543,W,1,08,1.0,50.0,M,0.0,M,,*56,$GPGSA,A,3,01,03,07,14,16,21,22,30,,,,,1.8,1.0,1.5*39
2021/08/26,07:16:44,0.89,$GPGGA,101646.0,0552.870036,S,03512.876036,W,1,08,1.0,49.1,M,0.0,M,,*53,$GPGSA,A,3,01,03,07,14,16,21,22,30,,,,,1.8,1.0,1.5*39
